BuscoID	Status	Contig	Start	End	Strand	Score	Length	OrthoDBURL	Description	MeanX	MedX	ModeX	DensX	CN	CIsyst	CIrand	DensK	SelfK	HomPC
87523at3193	Complete	NC_057917.1	51532290	51542663	-	649.7	420	https://www.orthodb.org/v10?query=87523at3193	Tetratricopeptide-like helical domain superfamily
87537at3193	Fragmented	NW_025318387.1	810	1890	-	309.7	145	https://www.orthodb.org/v10?query=87537at3193	protein arginine N-methyltransferase PRMT10
87607at3193	Complete	NC_057920.1	2420695	2472347	-	619.1	350	https://www.orthodb.org/v10?query=87607at3193	Alkaline phosphatase D
87655at3193	Complete	NC_057918.1	11614062	11704832	+	630.5	328	https://www.orthodb.org/v10?query=87655at3193	protease Do-like 8, chloroplastic
88005at3193	Complete	NC_057922.1	15291285	15324692	+	336.4	302	https://www.orthodb.org/v10?query=88005at3193	Tetratricopeptide repeat
88077at3193	Complete	NC_057919.1	9886881	9888521	-	829.2	448	https://www.orthodb.org/v10?query=88077at3193	pentatricopeptide repeat-containing protein At1g20300, mitochondrial
88195at3193	Complete	NC_057916.1	16704982	16715597	-	520.5	327	https://www.orthodb.org/v10?query=88195at3193	EF-hand domain
88591at3193	Complete	NC_057925.1	55117170	55146843	+	432.1	334	https://www.orthodb.org/v10?query=88591at3193	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit
88714at3193	Complete	NC_057922.1	61225283	61242461	+	587.2	338	https://www.orthodb.org/v10?query=88714at3193	enhanced ethylene response protein 5
88949at3193	Complete	NC_057917.1	82177438	82205212	+	632.9	361	https://www.orthodb.org/v10?query=88949at3193	PUA domain
89010at3193	Complete	NC_057916.1	13977628	14000676	-	762.9	409	https://www.orthodb.org/v10?query=89010at3193	cysteine desulfurase 1, chloroplastic
89076at3193	Complete	NC_057920.1	59408656	59456633	+	468.4	267	https://www.orthodb.org/v10?query=89076at3193	beta-ureidopropionase
89100at3193	Complete	NC_057926.1	3051445	3084125	-	442.1	278	https://www.orthodb.org/v10?query=89100at3193	Endonuclease/exonuclease/phosphatase
89187at3193	Complete	NC_057925.1	60340373	60344098	+	651.7	338	https://www.orthodb.org/v10?query=89187at3193	Peptide chain release factor
89263at3193	Duplicated	NC_057926.1	10907187	10909205	-	699.0	528	https://www.orthodb.org/v10?query=89263at3193	putative receptor-like protein kinase At1g80870
89263at3193	Duplicated	NC_057918.1	24840796	24842883	-	743.2	556	https://www.orthodb.org/v10?query=89263at3193	putative receptor-like protein kinase At1g80870
89474at3193	Complete	NC_057920.1	32541674	32667869	+	482.5	295	https://www.orthodb.org/v10?query=89474at3193	GHMP kinase, C-terminal domain
89563at3193	Complete	NC_057920.1	42657273	42709375	+	579.2	308	https://www.orthodb.org/v10?query=89563at3193	Cation efflux protein
89599at3193	Complete	NC_057926.1	49450296	49463519	+	756.4	426	https://www.orthodb.org/v10?query=89599at3193	beta-catenin-like protein 1
89615at3193	Complete	NC_057926.1	10756407	10758662	+	570.2	361	https://www.orthodb.org/v10?query=89615at3193	pentatricopeptide repeat-containing protein At1g80880, mitochondrial
89638at3193	Complete	NC_057924.1	9422190	9438032	-	547.2	341	https://www.orthodb.org/v10?query=89638at3193	tRNA (guanine(37)-N1)-methyltransferase
89669at3193	Complete	NC_057918.1	31471017	31479548	+	551.7	307	https://www.orthodb.org/v10?query=89669at3193	initiation factor 4F subunit (DUF1350)
90102at3193	Complete	NC_057919.1	24965291	25042039	-	430.1	354	https://www.orthodb.org/v10?query=90102at3193	Zinc finger, RING/FYVE/PHD-type
90324at3193	Complete	NC_057916.1	22627411	22648291	+	616.8	352	https://www.orthodb.org/v10?query=90324at3193	probable zinc metalloprotease EGY2, chloroplastic
90343at3193	Complete	NC_057917.1	75977377	75988151	+	594.4	390	https://www.orthodb.org/v10?query=90343at3193	Oxidoreductase
90458at3193	Complete	NC_057917.1	71081908	71150793	+	522.6	308	https://www.orthodb.org/v10?query=90458at3193	Thermosome subunit gamma
90464at3193	Complete	NC_057925.1	2986962	3003750	+	583.3	336	https://www.orthodb.org/v10?query=90464at3193	DNA polymerase delta small subunit
90521at3193	Complete	NC_057916.1	21457487	21465240	-	526.0	309	https://www.orthodb.org/v10?query=90521at3193	protein SSUH2 homolog
90780at3193	Duplicated	NC_057919.1	68849312	68863744	-	500.1	343	https://www.orthodb.org/v10?query=90780at3193	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex
90780at3193	Duplicated	NC_057922.1	40899341	41012036	-	568.8	328	https://www.orthodb.org/v10?query=90780at3193	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex
90799at3193	Complete	NC_057919.1	47904509	47999708	-	617.6	443	https://www.orthodb.org/v10?query=90799at3193	Transcription termination factor mterf2, chloroplastic
90833at3193	Complete	NC_057920.1	52356416	52387398	+	513.6	296	https://www.orthodb.org/v10?query=90833at3193	Rieske 
90842at3193	Duplicated	NC_057916.1	82239393	82253331	-	523.1	323	https://www.orthodb.org/v10?query=90842at3193	Tic22-like
90842at3193	Duplicated	NC_057921.1	65475353	65484629	-	560.1	322	https://www.orthodb.org/v10?query=90842at3193	Tic22-like
91048at3193	Duplicated	NC_057923.1	19156855	19179637	+	1131.2	778	https://www.orthodb.org/v10?query=91048at3193	golgin candidate 6
91048at3193	Duplicated	NC_057919.1	17249851	17275750	+	1180.8	765	https://www.orthodb.org/v10?query=91048at3193	golgin candidate 6
91062at3193	Complete	NC_057919.1	8802105	8812082	+	662.7	310	https://www.orthodb.org/v10?query=91062at3193	uncharacterized protein ycf39
91082at3193	Complete	NC_057924.1	18814996	18833440	-	314.4	316	https://www.orthodb.org/v10?query=91082at3193	negative regulator of systemic acquired resistance SNI1
91089at3193	Complete	NC_057918.1	30795482	30851029	-	492.4	364	https://www.orthodb.org/v10?query=91089at3193	GOLD domain
91220at3193	Complete	NC_057916.1	19216982	19258948	+	481.5	307	https://www.orthodb.org/v10?query=91220at3193	rhomboid-like protein 15
91256at3193	Complete	NC_057924.1	11888777	11894460	+	529.2	312	https://www.orthodb.org/v10?query=91256at3193	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
91402at3193	Duplicated	NC_057922.1	11112055	11130542	+	587.0	477	https://www.orthodb.org/v10?query=91402at3193	Las1-like
91402at3193	Duplicated	NC_057922.1	19040004	19074077	+	617.0	482	https://www.orthodb.org/v10?query=91402at3193	Las1-like
91508at3193	Complete	NC_057916.1	20478071	20484405	+	605.3	308	https://www.orthodb.org/v10?query=91508at3193	rhodanese-like domain-containing protein 7
91520at3193	Complete	NC_057926.1	52019293	52045045	-	565.6	362	https://www.orthodb.org/v10?query=91520at3193	Rubisco LSMT, substrate-binding domain
91585at3193	Complete	NC_057916.1	25503785	25519334	-	632.0	357	https://www.orthodb.org/v10?query=91585at3193	sorting nexin 1
91629at3193	Complete	NC_057922.1	8633908	8655729	+	610.6	326	https://www.orthodb.org/v10?query=91629at3193	Histone deacetylase
91873at3193	Complete	NC_057917.1	67379585	67403069	+	592.8	329	https://www.orthodb.org/v10?query=91873at3193	uncharacterized protein YNL011C
92093at3193	Complete	NC_057923.1	12007634	12016831	+	292.2	304	https://www.orthodb.org/v10?query=92093at3193	type 2 DNA topoisomerase 6 subunit B-like isoform X1
92112at3193	Complete	NC_057924.1	2741561	2748891	-	636.4	347	https://www.orthodb.org/v10?query=92112at3193	transcription termination factor MTERF9, chloroplastic
92128at3193	Complete	NC_057923.1	60178074	60186438	+	648.9	423	https://www.orthodb.org/v10?query=92128at3193	pentatricopeptide repeat-containing protein At4g02820, mitochondrial
92659at3193	Duplicated	NC_057925.1	47398865	47431771	+	610.9	411	https://www.orthodb.org/v10?query=92659at3193	beta-(1,2)-xylosyltransferase
92659at3193	Duplicated	NC_057924.1	2978392	2984666	-	636.3	414	https://www.orthodb.org/v10?query=92659at3193	beta-(1,2)-xylosyltransferase
93645at3193	Complete	NC_057917.1	49907324	50006682	-	680.0	373	https://www.orthodb.org/v10?query=93645at3193	F-box protein At5g06550
93783at3193	Complete	NC_057925.1	5504801	5507532	-	657.0	374	https://www.orthodb.org/v10?query=93783at3193	Pectin lyase fold
93984at3193	Complete	NC_057919.1	2867921	2871780	+	673.2	374	https://www.orthodb.org/v10?query=93984at3193	Carbohydrate kinase, FGGY, C-terminal
94214at3193	Complete	NC_057920.1	6104153	6108362	+	538.8	408	https://www.orthodb.org/v10?query=94214at3193	TLDc domain
94219at3193	Complete	NC_057920.1	9005638	9008779	+	681.9	358	https://www.orthodb.org/v10?query=94219at3193	Cyclin-like
94362at3193	Complete	NC_057918.1	55421881	55469866	-	511.5	356	https://www.orthodb.org/v10?query=94362at3193	ApaG domain
94503at3193	Duplicated	NC_057926.1	10871237	10895091	+	701.5	364	https://www.orthodb.org/v10?query=94503at3193	APO protein 2, chloroplastic
94503at3193	Duplicated	NC_057926.1	10139287	10141214	-	702.1	364	https://www.orthodb.org/v10?query=94503at3193	APO protein 2, chloroplastic
94735at3193	Complete	NC_057925.1	2597925	2609221	+	1048.6	739	https://www.orthodb.org/v10?query=94735at3193	E3 ubiquitin protein ligase
94908at3193	Complete	NC_057920.1	18282277	18291894	-	497.4	293	https://www.orthodb.org/v10?query=94908at3193	Pseudouridine synthase
94986at3193	Complete	NW_025317353.1	937	39654	+	659.0	368	https://www.orthodb.org/v10?query=94986at3193	carboxypeptidase SOL1 isoform X1
95104at3193	Complete	NC_057926.1	40366387	40391964	-	485.9	284	https://www.orthodb.org/v10?query=95104at3193	protoheme IX farnesyltransferase, mitochondrial
95114at3193	Complete	NC_057922.1	16909993	16930833	+	495.5	325	https://www.orthodb.org/v10?query=95114at3193	S-adenosyl-L-methionine-dependent methyltransferase
95185at3193	Complete	NC_057921.1	65974586	65979086	-	635.0	478	https://www.orthodb.org/v10?query=95185at3193	Leucine-rich repeat
95481at3193	Complete	NC_057919.1	69960752	69968919	+	442.9	285	https://www.orthodb.org/v10?query=95481at3193	WD40-repeat-containing domain
95793at3193	Complete	NC_057925.1	33002595	33090572	+	597.2	454	https://www.orthodb.org/v10?query=95793at3193	CAP Gly-rich domain
95831at3193	Complete	NC_057926.1	43346707	43353108	+	319.1	349	https://www.orthodb.org/v10?query=95831at3193	RNA-binding domain superfamily
96092at3193	Fragmented	NC_057919.1	39071389	39167061	+	456.5	225	https://www.orthodb.org/v10?query=96092at3193	chloroplast envelope membrane protein
96112at3193	Complete	NC_057917.1	51889693	51951948	+	398.8	285	https://www.orthodb.org/v10?query=96112at3193	Origin of replication complex subunit 4
96118at3193	Duplicated	NC_057921.1	65912656	65921821	-	526.8	318	https://www.orthodb.org/v10?query=96118at3193	putative E3 ubiquitin-protein ligase UBR7
96118at3193	Duplicated	NC_057916.1	85109279	85126006	-	553.1	310	https://www.orthodb.org/v10?query=96118at3193	putative E3 ubiquitin-protein ligase UBR7
96192at3193	Complete	NC_057921.1	58757194	58758690	+	610.5	358	https://www.orthodb.org/v10?query=96192at3193	pentatricopeptide repeat-containing protein At1g74900, mitochondrial
96292at3193	Duplicated	NC_057916.1	19873633	19900954	-	461.1	325	https://www.orthodb.org/v10?query=96292at3193	mediator of RNA polymerase II transcription subunit 27
96292at3193	Duplicated	NC_057917.1	43089422	43126178	-	494.1	324	https://www.orthodb.org/v10?query=96292at3193	mediator of RNA polymerase II transcription subunit 27
96469at3193	Complete	NC_057921.1	57512355	57515259	+	558.9	298	https://www.orthodb.org/v10?query=96469at3193	Oxidoreductase, C-terminal
96478at3193	Complete	NC_057921.1	43135527	43158535	+	592.3	325	https://www.orthodb.org/v10?query=96478at3193	alcohol dehydrogenase-like 6
96574at3193	Complete	NC_057916.1	81218402	81221948	+	328.1	437	https://www.orthodb.org/v10?query=96574at3193	V-type proton ATPase subunit E
96689at3193	Complete	NC_057921.1	51473723	51478532	+	412.3	314	https://www.orthodb.org/v10?query=96689at3193	uncharacterized protein LOC111482047
96694at3193	Complete	NC_057922.1	16649206	16662689	+	621.3	334	https://www.orthodb.org/v10?query=96694at3193	NADH dehydrogenase 
96825at3193	Complete	NC_057920.1	46123791	46193005	-	390.3	392	https://www.orthodb.org/v10?query=96825at3193	mediator of RNA polymerase II transcription subunit 8 isoform X1
97073at3193	Duplicated	NC_057919.1	49089578	49111495	+	477.6	307	https://www.orthodb.org/v10?query=97073at3193	uncharacterized protein LOC108336747
97073at3193	Duplicated	NC_057919.1	2261694	2283537	+	509.7	309	https://www.orthodb.org/v10?query=97073at3193	uncharacterized protein LOC108336747
97239at3193	Complete	NC_057917.1	12824152	12832873	-	392.7	360	https://www.orthodb.org/v10?query=97239at3193	Actin protein 2/3 complex subunit-like protein
97542at3193	Complete	NC_057923.1	57101606	57114631	-	503.1	355	https://www.orthodb.org/v10?query=97542at3193	3-deoxy-D-manno-octulosonic-acid transferase, N-terminal
98055at3193	Complete	NC_057923.1	50624004	50625731	-	669.6	459	https://www.orthodb.org/v10?query=98055at3193	pentatricopeptide repeat-containing protein At1g09820
98429at3193	Complete	NC_057919.1	67397663	67399114	-	624.5	416	https://www.orthodb.org/v10?query=98429at3193	pentatricopeptide repeat-containing protein At1g09190
98952at3193	Complete	NC_057916.1	27370967	27425854	+	545.7	284	https://www.orthodb.org/v10?query=98952at3193	Ribosomal RNA large subunit methyltransferase N
99032at3193	Complete	NC_057921.1	63424474	63437287	+	723.1	378	https://www.orthodb.org/v10?query=99032at3193	Probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial
99077at3193	Complete	NC_057916.1	3482051	3499273	-	625.2	312	https://www.orthodb.org/v10?query=99077at3193	developmentally-regulated G-protein 3
99091at3193	Complete	NC_057922.1	16966094	16975726	-	608.0	319	https://www.orthodb.org/v10?query=99091at3193	Peroxisome biogenesis protein 12
99095at3193	Complete	NC_057918.1	10837319	10853653	-	449.4	274	https://www.orthodb.org/v10?query=99095at3193	Zinc finger, CCHC-type
99227at3193	Complete	NC_057923.1	11156792	11163801	-	557.2	315	https://www.orthodb.org/v10?query=99227at3193	dual-specificity RNA methyltransferase RlmN
99337at3193	Complete	NC_057918.1	14243205	14246022	+	656.5	498	https://www.orthodb.org/v10?query=99337at3193	Zinc finger C2H2-type
99358at3193	Complete	NC_057925.1	60083984	60097603	-	470.7	294	https://www.orthodb.org/v10?query=99358at3193	Oxidoreductase, N-terminal
99652at3193	Complete	NC_057918.1	71152906	71175234	-	607.7	371	https://www.orthodb.org/v10?query=99652at3193	actin-related protein 6
99659at3193	Complete	NC_057925.1	33306532	33371302	+	534.0	326	https://www.orthodb.org/v10?query=99659at3193	L-2-hydroxyglutarate dehydrogenase, mitochondrial
100198at3193	Complete	NC_057919.1	21819802	21844547	-	480.2	295	https://www.orthodb.org/v10?query=100198at3193	pentatricopeptide repeat-containing protein At5g09450, mitochondrial
100457at3193	Complete	NC_057918.1:62181508-62229849	62181244	62229849	+	508.0	335	https://www.orthodb.org/v10?query=100457at3193	tRNA (guanine(26)-N(2))-dimethyltransferase
100472at3193	Complete	NC_057916.1	82687229	82707234	-	449.5	289	https://www.orthodb.org/v10?query=100472at3193	sphingoid long-chain bases kinase 2, mitochondrial
100558at3193	Complete	NC_057916.1	83371249	83450548	+	530.5	362	https://www.orthodb.org/v10?query=100558at3193	Origin recognition complex subunit 5
100693at3193	Complete	NC_057921.1	47931830	47932855	-	589.1	294	https://www.orthodb.org/v10?query=100693at3193	WD40-repeat-containing domain
100769at3193	Complete	NC_057922.1	26597018	26621506	-	420.8	247	https://www.orthodb.org/v10?query=100769at3193	SOS response associated peptidase-like
101239at3193	Complete	NC_057919.1	62882228	62891713	-	643.9	336	https://www.orthodb.org/v10?query=101239at3193	peptide chain release factor APG3, chloroplastic
101336at3193	Duplicated	NC_057922.1	35947543	36056621	+	476.1	336	https://www.orthodb.org/v10?query=101336at3193	Cation efflux protein
101336at3193	Duplicated	NC_057919.1	62462510	62500359	+	535.4	332	https://www.orthodb.org/v10?query=101336at3193	Cation efflux protein
101442at3193	Complete	NC_057917.1	21622060	21626084	+	453.1	266	https://www.orthodb.org/v10?query=101442at3193	S-adenosyl-L-methionine-dependent methyltransferase
101630at3193	Complete	NC_057923.1	3561501	3571513	+	577.4	367	https://www.orthodb.org/v10?query=101630at3193	recQ-mediated genome instability protein 1
101735at3193	Complete	NC_057916.1	13450954	13477307	-	504.9	352	https://www.orthodb.org/v10?query=101735at3193	Arginine biosynthesis bifunctional protein ArgJ, chloroplastic
101744at3193	Complete	NC_057922.1	47819366	47888843	+	436.3	279	https://www.orthodb.org/v10?query=101744at3193	Prolyl 3-hydroxylase 1
102036at3193	Complete	NC_057926.1	52177433	52215798	+	544.1	339	https://www.orthodb.org/v10?query=102036at3193	kinesin light chain 3 isoform X1
102127at3193	Fragmented	NC_057923.1	6370667	6381180	-	379.8	186	https://www.orthodb.org/v10?query=102127at3193	DNA-(apurinic or apyrimidinic site) lyase
102301at3193	Duplicated	NC_057916.1	69391126	69403119	+	507.5	316	https://www.orthodb.org/v10?query=102301at3193	Histone deacetylase
102301at3193	Duplicated	NC_057922.1	17239755	17242817	-	594.7	316	https://www.orthodb.org/v10?query=102301at3193	Histone deacetylase
102315at3193	Complete	NC_057926.1	39419917	39427085	-	399.5	259	https://www.orthodb.org/v10?query=102315at3193	Alpha/Beta hydrolase fold
102381at3193	Complete	NC_057918.1	48362216	48471169	+	437.4	281	https://www.orthodb.org/v10?query=102381at3193	DNA polymerase I
102439at3193	Complete	NC_057921.1	66666068	66673439	-	571.6	357	https://www.orthodb.org/v10?query=102439at3193	Ribonuclease H superfamily
102462at3193	Complete	NC_057919.1	2169651	2174241	+	395.2	348	https://www.orthodb.org/v10?query=102462at3193	Ubiquitin-conjugating enzyme E2-binding protein
102470at3193	Complete	NC_057922.1	15919805	15931511	-	509.6	275	https://www.orthodb.org/v10?query=102470at3193	F-box protein 7
102538at3193	Complete	NC_057916.1	30869999	30887976	-	371.0	239	https://www.orthodb.org/v10?query=102538at3193	Methyltransferase-like protein
102565at3193	Complete	NC_057924.1	2310949	2317062	-	553.9	297	https://www.orthodb.org/v10?query=102565at3193	cysteine synthase 2
102703at3193	Duplicated	NC_057922.1	18234046	18236408	-	693.5	425	https://www.orthodb.org/v10?query=102703at3193	Alpha-1,3-glucosyltransferase
102703at3193	Duplicated	NC_057925.1	55782874	55785177	-	707.4	425	https://www.orthodb.org/v10?query=102703at3193	Alpha-1,3-glucosyltransferase
103054at3193	Complete	NC_057918.1	11092470	11136761	+	441.9	287	https://www.orthodb.org/v10?query=103054at3193	3-dehydroquinate synthase
103151at3193	Complete	NC_057918.1	25085030	25086718	+	575.2	395	https://www.orthodb.org/v10?query=103151at3193	RNA 2-O ribose methyltransferase, substrate binding
103261at3193	Complete	NC_057923.1	56882295	56883600	-	453.0	245	https://www.orthodb.org/v10?query=103261at3193	uncharacterized protein HI_0077
103320at3193	Complete	NC_057925.1	54771099	54776010	-	413.7	286	https://www.orthodb.org/v10?query=103320at3193	Isopenicillin N synthase-like
103418at3193	Complete	NC_057916.1	26697637	26704828	+	517.4	296	https://www.orthodb.org/v10?query=103418at3193	beta-glucuronosyltransferase GlcAT14C
103454at3193	Fragmented	NW_025318191.1	418	1495	-	305.0	203	https://www.orthodb.org/v10?query=103454at3193	protein MCM10 homolog
103458at3193	Complete	NC_057917.1	63860375	63872768	+	546.0	327	https://www.orthodb.org/v10?query=103458at3193	lys-63-specific deubiquitinase BRCC36-like
103929at3193	Complete	NC_057916.1	85961565	85966316	+	542.8	295	https://www.orthodb.org/v10?query=103929at3193	NADP-dependent oxidoreductase domain
103930at3193	Complete	NC_057923.1	4399916	4410107	+	551.5	339	https://www.orthodb.org/v10?query=103930at3193	snurportin-1
104085at3193	Complete	NC_057923.1	16976903	16990167	-	478.9	279	https://www.orthodb.org/v10?query=104085at3193	COBW domain-containing protein 1
104170at3193	Complete	NC_057920.1	62754934	62777159	-	660.1	342	https://www.orthodb.org/v10?query=104170at3193	alcohol dehydrogenase
104226at3193	Complete	NC_057921.1	50473099	50477938	+	509.5	354	https://www.orthodb.org/v10?query=104226at3193	protein SET DOMAIN GROUP 40
104357at3193	Fragmented	NC_057923.1	13084193	13091415	-	339.3	250	https://www.orthodb.org/v10?query=104357at3193	G-patch domain
104849at3193	Complete	NC_057923.1	23476646	23577369	-	496.7	283	https://www.orthodb.org/v10?query=104849at3193	Isopenicillin N synthase-like
104863at3193	Complete	NC_057917.1	73053566	73077943	-	636.4	313	https://www.orthodb.org/v10?query=104863at3193	Bile acid:sodium symporter
105038at3193	Complete	NC_057925.1	26296465	26339825	-	513.6	294	https://www.orthodb.org/v10?query=105038at3193	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, chloroplastic
105152at3193	Complete	NC_057916.1	35356516	35358235	-	543.0	320	https://www.orthodb.org/v10?query=105152at3193	protein CDC73 homolog
105160at3193	Complete	NC_057919.1	1754408	1767716	+	527.9	282	https://www.orthodb.org/v10?query=105160at3193	Proline iminopeptidase
105366at3193	Complete	NC_057924.1	4016171	4021208	+	647.2	402	https://www.orthodb.org/v10?query=105366at3193	Ubiquitin-like domain superfamily
105380at3193	Complete	NC_057920.1	5768252	5800605	-	495.5	276	https://www.orthodb.org/v10?query=105380at3193	tRNA-dihydrouridine(20) synthase 
105405at3193	Complete	NC_057916.1	10212936	10223228	-	579.7	298	https://www.orthodb.org/v10?query=105405at3193	NAD-dependent protein deacylase
105470at3193	Duplicated	NC_057919.1	5441222	5451759	-	452.0	321	https://www.orthodb.org/v10?query=105470at3193	Lipase
105470at3193	Duplicated	NC_057920.1	5344675	5353279	-	473.6	315	https://www.orthodb.org/v10?query=105470at3193	Lipase
105656at3193	Complete	NC_057925.1	1736229	1767503	+	583.9	313	https://www.orthodb.org/v10?query=105656at3193	homogentisate solanesyltransferase, chloroplastic
105662at3193	Complete	NC_057917.1	79175557	79190742	-	617.1	356	https://www.orthodb.org/v10?query=105662at3193	GPI mannosyltransferase 1
105974at3193	Complete	NC_057918.1	14233944	14240519	+	447.3	326	https://www.orthodb.org/v10?query=105974at3193	protein root UVB sensitive 3
105993at3193	Complete	NC_057918.1	18365141	18396275	-	661.2	354	https://www.orthodb.org/v10?query=105993at3193	tRNA threonylcarbamoyladenosine dehydratase
106160at3193	Complete	NC_057922.1	26800433	26828505	+	378.7	237	https://www.orthodb.org/v10?query=106160at3193	Protein PEP-related development arrested 1
106163at3193	Complete	NC_057919.1	63589355	63590629	+	532.1	286	https://www.orthodb.org/v10?query=106163at3193	divinyl chlorophyllide a 8-vinyl-reductase, chloroplastic
106389at3193	Complete	NC_057925.1	48417837	48419129	-	647.4	331	https://www.orthodb.org/v10?query=106389at3193	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
107444at3193	Complete	NC_057923.1	29697757	29745207	-	596.6	329	https://www.orthodb.org/v10?query=107444at3193	Tryptophan-tRNA ligase
107992at3193	Complete	NC_057920.1	12510718	12535346	+	471.7	285	https://www.orthodb.org/v10?query=107992at3193	protein LOW PSII ACCUMULATION 3, chloroplastic
108122at3193	Duplicated	NC_057916.1	78058686	78071013	+	577.6	285	https://www.orthodb.org/v10?query=108122at3193	replication factor C subunit 2
108122at3193	Duplicated	NC_057921.1	59744997	59751260	+	581.8	285	https://www.orthodb.org/v10?query=108122at3193	replication factor C subunit 2
108382at3193	Complete	NC_057924.1	52462149	52483631	+	722.2	459	https://www.orthodb.org/v10?query=108382at3193	DnaJ domain
108586at3193	Complete	NC_057924.1	63532087	63571914	-	470.5	396	https://www.orthodb.org/v10?query=108586at3193	WD40-repeat-containing domain
108646at3193	Complete	NC_057926.1	583264	627140	-	454.4	276	https://www.orthodb.org/v10?query=108646at3193	JmjC domain
108706at3193	Complete	NC_057916.1	40361925	40451884	+	396.3	273	https://www.orthodb.org/v10?query=108706at3193	Tetratricopeptide repeat
108895at3193	Complete	NC_057922.1	209724	210977	+	519.9	318	https://www.orthodb.org/v10?query=108895at3193	plant organelle RNA recognition domain protein
109071at3193	Complete	NC_057920.1	66461341	66468325	-	475.3	319	https://www.orthodb.org/v10?query=109071at3193	Mitochondrial carrier domain superfamily
109096at3193	Complete	NC_057917.1	53306334	53316133	-	332.4	277	https://www.orthodb.org/v10?query=109096at3193	elongator complex protein 5
109325at3193	Complete	NC_057923.1	55484718	55502080	-	519.9	283	https://www.orthodb.org/v10?query=109325at3193	HAD superfamily
109328at3193	Complete	NC_057920.1	162208	173156	-	428.1	273	https://www.orthodb.org/v10?query=109328at3193	epimerase family protein SDR39U1 homolog, chloroplastic
109341at3193	Complete	NC_057920.1	18837213	18872746	+	472.0	303	https://www.orthodb.org/v10?query=109341at3193	origin of replication complex subunit 2
109364at3193	Complete	NC_057922.1	2517395	2527327	+	398.9	241	https://www.orthodb.org/v10?query=109364at3193	uncharacterized protein LOC101489965
109394at3193	Complete	NC_057922.1	34925387	34938226	+	533.6	358	https://www.orthodb.org/v10?query=109394at3193	dol-P-Man
109434at3193	Complete	NC_057925.1	32462951	32464387	+	359.5	310	https://www.orthodb.org/v10?query=109434at3193	methyltransferase-like protein 13
109474at3193	Complete	NC_057926.1	44057215	44087819	+	277.8	353	https://www.orthodb.org/v10?query=109474at3193	nijmegen breakage syndrome 1 protein
109552at3193	Complete	NC_057919.1	70831785	70860417	+	407.0	322	https://www.orthodb.org/v10?query=109552at3193	SNF7 family protein
109810at3193	Complete	NC_057921.1	31604285	31610114	-	478.2	301	https://www.orthodb.org/v10?query=109810at3193	uncharacterized protein At1g26090, chloroplastic
109837at3193	Complete	NC_057923.1	14658887	14663781	-	444.0	310	https://www.orthodb.org/v10?query=109837at3193	D-cysteine desulfhydrase 2, mitochondrial isoform X1
109987at3193	Complete	NC_057918.1	11707062	11710657	-	489.3	302	https://www.orthodb.org/v10?query=109987at3193	activating signal cointegrator 1
110023at3193	Complete	NC_057919.1	6050642	6054700	-	496.9	289	https://www.orthodb.org/v10?query=110023at3193	protein arginine N-methyltransferase 2
110118at3193	Complete	NC_057922.1	28371936	28376543	-	250.4	289	https://www.orthodb.org/v10?query=110118at3193	Kinetochore protein
110122at3193	Complete	NC_057924.1	712380	748096	+	535.5	262	https://www.orthodb.org/v10?query=110122at3193	THO complex subunit 3
110411at3193	Complete	NC_057926.1	4699260	4700660	+	488.6	329	https://www.orthodb.org/v10?query=110411at3193	sister chromatid cohesion protein DCC1
110615at3193	Complete	NC_057926.1	36857784	36933163	-	369.5	262	https://www.orthodb.org/v10?query=110615at3193	probable inactive shikimate kinase like 2, chloroplastic
110617at3193	Complete	NC_057916.1	53214481	53218446	-	449.1	261	https://www.orthodb.org/v10?query=110617at3193	cytochrome c-type biogenesis ccda-like chloroplastic protein
110810at3193	Complete	NC_057920.1	6220761	6239306	-	399.3	296	https://www.orthodb.org/v10?query=110810at3193	WD40-repeat-containing domain
111086at3193	Complete	NC_057919.1	6328566	6351740	-	487.9	271	https://www.orthodb.org/v10?query=111086at3193	Queuosine salvage protein
111334at3193	Complete	NC_057924.1	8858693	8909043	-	563.8	333	https://www.orthodb.org/v10?query=111334at3193	WD40-repeat-containing domain
111422at3193	Complete	NC_057917.1	66034924	66037781	-	385.2	334	https://www.orthodb.org/v10?query=111422at3193	DNA polymerase delta subunit 3
111493at3193	Complete	NC_057923.1	59445789	59456618	+	510.4	292	https://www.orthodb.org/v10?query=111493at3193	Winged helix-like DNA-binding domain superfamily
111634at3193	Complete	NC_057921.1	829131	877665	-	441.6	267	https://www.orthodb.org/v10?query=111634at3193	Haem peroxidase
111709at3193	Complete	NC_057917.1	74648101	74683146	+	530.4	312	https://www.orthodb.org/v10?query=111709at3193	SH3 domain-containing protein 3
111753at3193	Duplicated	NC_057916.1	83360721	83363147	+	499.4	336	https://www.orthodb.org/v10?query=111753at3193	BAHD acyltransferase DCR
